taxon_oid	Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID 	Phylum	Class	Order	Family	Genus	Species	GOLD Analysis Project Type	Add Date	Assembly Method	Comments	Has Coverage	Is Public	Release Date	User Access	Contact Email	Contact Name	Is Published	Sequencing Method	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Altitude In Meters	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation Country	Latitude	Longitude	Genome Size   * assembled	Gene Count   * assembled	JGI Data Utilization Status	
3300001550	*Microbiome	Permanent Draft	Hydrothermal vent plume microbial communities from Lau Basin, Pacific Ocean	Hydrothermal vent plume microbial communities from Lau Basin, Pacific Ocean - Lau MG2c_2		3300001550	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Hydrothermal vent plume microbial communities from Lau Basin, Pacific Ocean	Metagenome Analysis	2013-07-09	Velvet/1.2.07, MetaVelvet/1.2.02, Minimus2	released by JGI data releasing policy	No	Yes	2020-03-03		menli@umich.edu	Meng Li	No	Illumina HiSeq 2000	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified				Lau Basin, Pacific Ocean	Hydrothermal vent plume	Pacific Ocean	20.32	176.8	1853656	1619		
3300045074	*Microbiome	Permanent Draft	Hot spring water microbial communities from thermal springs from various locations in Georgia	Hot spring water microbial communities from a thermal spring in Samtredia, Georgia - Samtredia 1	G. Eliava Institute of Bacteriophages, Microbiology and Virology	3300045074	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Hot spring water microbial communities from thermal springs from various locations in Georgia	Metagenome Analysis	2021-04-28	Custom JGI assembly.		Yes	Yes			nageli2014@agruni.edu.ge	Natia Geliashvili	No	Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified				Georgia: Samtredia	Hot spring water	Georgia	42.170011	42.329011	55706607	88968		
3300003755	*Microbiome	Permanent Draft	Cyanobacterial communities from the Joint Genome Institute, California, USA	Cyanobacterial communities from the Joint Genome Institute, California, USA - FECB-27	DOE Joint Genome Institute (JGI)	3300003755	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Microbial mats	Cyanobacterial communities from the Joint Genome Institute, California, USA	Metagenome Analysis	2014-12-18	SOAPdenovo,newbler,minimus2 v. Version 1.05: testing... 2010,(v2.8 (20120726_1306)),AMOS/3.1.0_1		Yes	Yes	2015-02-16		mhess@lbl.gov, mhess@ucdavis.edu	Matthias Hess	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Microbial mats				USA: California	Cyanobacterial	USA	37.9313884	-122.0239394	104231309	146890	Unrestricted	
3300022315	*Microbiome	Permanent Draft	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Microbial mat bacterial and archaeal communities from Herschel Lake, Rottnest Island (WA - Australia) - HL1BM2 JM2	AGRF	3300022315	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia	Metagenome Analysis	2017-12-14	Unkown	released by JGI data releasing policy	Yes	Yes	2021-03-03		deirdre.gleeson@uwa.edu.au	Deirdre Gleeson	No	Illumina HiSeq 2500	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Microbial mats				Australia: Herschel Lake, Rottnest Island, Western Australia	Microbial mat	Australia	-31.996565	115.531482	38401161	72043		
3300009485	*Microbiome	Permanent Draft	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS877 no min length	Marine Biological Laboratory	3300009485	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean	Metagenome Analysis	2016-06-09	Ray 2.3.1	released per JGI data release policy	No	Yes	2019-11-01		randerson@mbl.edu, randerson@carleton.edu	Rika Anderson	No	Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		2304		Mid Cayman Rise	diffuse flow hydrothermal vent		18.377	-81.798	194341827	887044		
3300043828	*Microbiome	Permanent Draft	Extremophilic microbial mat communities from USA and Mexico	Sediment microbial communities from YNP geothermal spring, Wyoming, USA - Conch_B	DOE Joint Genome Institute (JGI)	3300043828	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Extremophilic microbial mat communities from USA and Mexico	Metagenome Analysis	2021-03-26	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2021-05-16		binskeep@montana.edu	William P. Inskeep	No	Illumina NovaSeq S4	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified			2215	USA: Wyoming	Sediment	USA	44.5564	-110.8321	56456868	97195	Restricted	
3300015260	*Microbiome	Permanent Draft	Seawater microbial communities from hydrothermal vent in East China Sea, Taiwan, China	Seawater microbial communities from hydrothermal vent in East China Sea, Taiwan, China - gui-2014 surface metaG	Shanghai Hanyu Bio-Tech Co., Ltd	3300015260	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Seawater microbial communities from hydrothermal vent in East China Sea, Taiwan, China	Metagenome Analysis	2017-04-07	SOAPdenovo v2.04	released by JGI data releasing policy	No	Yes	2021-03-03		zhanglianbao425@outlook.com	lin zhang	No	Illumina MiSeq, Illumina HiSeq	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified				East China Sea, Taiwan, China	seawater		25	128	107426491	392608		
3300017454	*Microbiome	Permanent Draft	Yellowstone National Park Obsidian Pool microbial communities	Hotspring water microbial communities from Obsidian Pool, Yellowstone National Park, Wyoming, USA - Obsidian 7, mini-metaG sequencing	Stanford University	3300017454	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Yellowstone National Park Obsidian Pool microbial communities	Metagenome Analysis	2017-05-05	SPAdes, metaSPAdes v10.0 and Megahit	released by JGI data releasing policy	No	Yes	2021-03-03		berghuis@stanford.edu	Bojk Berghuis	No	Illumina HiSeq 2500	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified				YNP, Wyoming, USA	hot spring water		44.428	-110.5885	768928	852		
3300017457	*Microbiome	Permanent Draft	Marine microbial communities from Antarctic Lakes and Southern Ocean	Marine microbial communities from Organic Lake, Antarctica - Site 233 with 0.8UM filter	J. Craig Venter Institute	3300017457	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Marine microbial communities from Antarctic Lakes and Southern Ocean	Metagenome Analysis	2017-05-05	Celera WGS Assembler v5.3	released by JGI data releasing policy	Yes	Yes	2021-03-03		r.cavicchioli@unsw.edu.au	Rick Cavicchioli	Yes	454	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified		0		Organic Lake, Antarctica	Marine derived hypersaline lake	Antarctica	-68.46233	78.19663	11287428	22916		
3300015079	*Microbiome	Permanent Draft	Metagenomes of Arctic soils	Arctic soil microbial communities from a glacier forefield, Storglaciaren, Tarfala, Sweden (Sample st-6b, vegetation/snow interface)	University of Bristol	3300015079	Environmental	Terrestrial	Soil	Glacier	Unclassified	Metagenomes of Arctic soils	Metagenome Analysis	2017-04-05	SPADES	released per Natalia: IMGSUPP-1553	Yes	Yes	2018-05-18		maisie.nash@bristol.ac.uk; ama@envs.au.dk	Maisie Nash; Alexandre Magno Barbosa Anesio	Yes	Illumina HiSeq	Environmental	Terrestrial	Glacier	Soil	Unclassified		0	1103	Storglaciaren, Tarfala, Sweden	Glacier forefield soil	Sweden	67.865505	16.714941	96714442	210285		
3300042995	*Microbiome	Permanent Draft	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations	Roholtiella mojaviensis WJT36-NPBG5B and co-occurring heterotrophs from granitic soil from Wonderland of Rocks, Joshua Tree National Park, Mojave Desert, CA, USA - 20200702_47	DOE Joint Genome Institute (JGI)	3300042995	Environmental	Terrestrial	Soil	Desert	Unclassified	Terrestrial cyanobacterial communities with co-occurring heterotrophs from various environments and locations	Metagenome Analysis	2021-02-07	metaspades v. 3.14.1	released based on JGI ITS	Yes	Yes	2021-04-08		npietras@nmsu.edu	Nicole Pietrasiak	No	Illumina NovaSeq S4	Environmental	Terrestrial	Desert	Soil	Unclassified			1327	USA: California	Granitic soil	USA	34.0413	-116.145	87620720	99722	Restricted	
3300020153	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 60_MetaG	DOE Joint Genome Institute (JGI)	3300020153	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2017-08-29	spades v. SPAdes version: 3.10.1		Yes	Yes	2017-10-28		rstepanauskas@bigelow.org; brian.hedlund@unlv.edu	Ramunas Stepanauskas; Brian Hedlund	Yes	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			1205	USA: Nevada	sediment	USA	40.6614	-119.3661	461589717	739464	Unrestricted	
3300020156	*Microbiome	Permanent Draft	Systems level insights into methane cycling in arid and semi-arid ecosystems	Soil microbial communities from Anza Borrego desert, Southern California, United States - S1+v_5-13C	DOE Joint Genome Institute (JGI)	3300020156	Environmental	Terrestrial	Soil	Desert	Unclassified	Systems level insights into methane cycling in arid and semi-arid ecosystems	Metagenome Analysis	2017-08-29	spades v. SPAdes version: 3.10.1		Yes	Yes	2017-10-28		mkalyuzhnaya@sdsu.edu	Marina Kalyuzhnaya	No	Illumina HiSeq 2500-1TB	Environmental	Terrestrial	Desert	Soil	Unclassified		0	0	USA: California	soil	USA	33.3049	-116.2547	287312560	512354	Restricted	
3300026519	*Microbiome	Permanent Draft	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Hydrothermal vent microbial communities from Mid Atlantic Ridge, Atlantic Ocean - 354-166	DOE Joint Genome Institute (JGI)	3300026519	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean	Metagenome Analysis	2018-04-19	spades v. 3.11.1		Yes	Yes	2018-06-18		pgirguis@oeb.harvard.edu	Peter Girguis	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified		2262		Atlantic Ocean: Mid Atlantic Ridge	hydrothermal vent	Atlantic Ocean	36.2297	-33.9011	577576218	929962	Unrestricted	
3300003538	*Microbiome	Permanent Draft	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS904_Marker33_DNA		3300003538	Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean	Metagenome Analysis	2014-10-14	CLC genomics workbench 7.0	released by JGI data releasing policy	No	Yes	2020-03-03		cfortunato@mbl.edu, cfortunato@gmail.com; randerson@carleton.edu	Caroline  Fortunato, Caroline Fortunato; Rika Anderson	Yes	Illumina	Environmental	Aquatic	Hydrothermal vents	Marine	Diffuse flow		1516		Axial seamount, northeast pacific ocean	Diffuse hydrothermal flow volcanic vent 	USA	45.9332	-129.982268	210579501	481647		
3300035534	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B2.1_Sample2.Rodeo1.Well667	DOE Joint Genome Institute (JGI)	3300035534	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-11-23	metaspades v. 3.13.0		Yes	Yes	2019-09-20		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	174156079	279886	Restricted	
3300035537	*Microbiome	Permanent Draft	Methane metabolizing microbial communities from different methane-rich environments from various locations	Oil reservoir microbial communities from oil well in Texas, United States - B2.3_Sample2.Rodeo3.Well1210	DOE Joint Genome Institute (JGI)	3300035537	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	Methane metabolizing microbial communities from different methane-rich environments from various locations	Metagenome Analysis	2019-11-20	metaspades v. 3.13.0		Yes	Yes	2019-09-20		sean.crowe@ubc.ca	Sean Crowe	No	Illumina NovaSeq	Environmental	Terrestrial	Oil well	Deep subsurface	Unclassified		0		USA: Texas	oil reservoir	USA	31.546	-102.9	330429457	531040	Restricted	
3300001678	*Microbiome	Permanent Draft	Black smokers hydrothermal plume microbial communities from Mariner, Lau Basin, Pacific Ocean	Black smokers hydrothermal plume microbial communities from Mariner, Lau Basin, Pacific Ocean -IDBA		3300001678	Environmental	Aquatic	Marine	Hydrothermal vents	Black smokers	Black smokers hydrothermal plume microbial communities from Mariner, Lau Basin, Pacific Ocean	Metagenome Analysis	2013-08-13		Public release per request from Karthik Anantharaman (April 15, 2014)	No	Yes	2014-04-15		akarthik@umich.edu	Karthik Anantharaman	No	Illumina HiSeq 2000	Environmental	Aquatic	Hydrothermal vents	Marine	Black smokers		1900		Mariner, Lau Basin, Pacific Ocean	Black smokers hydrothermal plume	Pacific Ocean	-20.180059	-176.601242	160783924	205440		
3300023439	*Microbiome	Permanent Draft	Hydrothermal Fe-rich Mat Reference Genomes	Hydrothermal Fe-rich mat microbial community from TAG Site, Mid-Atlantic Ridge, Atlantic Ocean - 665-MMA12	University of Delaware	3300023439	Environmental	Aquatic	Marine	Hydrothermal vents	Microbial mats	Hydrothermal Fe-rich Mat Reference Genomes	Metagenome Analysis	2018-02-26	metaSPAdes v. 3.10.0	Metagenomes associated with bioRxiv doi:10.1101/722066	Yes	Yes	2019-09-02		mcallis@uw.edu	Sean McAllister	No	Illumina HiSeq 2500	Environmental	Aquatic	Hydrothermal vents	Marine	Microbial mats		3626.4		International: TAG Site, Mid-Atlantic Ridge	Hydrothermal Fe-rich mat	International	26.137196	-44.826442	160924757	261775		
3300007999	*Microbiome	Permanent Draft	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 110809A	DOE Joint Genome Institute (JGI)	3300007999	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Sediment	Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)	Metagenome Analysis	2016-03-25	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-05-24		brian.hedlund@unlv.edu, brian.hedlund@unlv.edu; rstepanauskas@bigelow.org	Brian P. Hedlund, Brian Hedlund; Ramunas Stepanauskas	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Sediment			1730	Baoshan, Yunnan, China	Hot spring	China	25.4413	98.46	218561379	454360	Unrestricted	
3300027409	*Microbiome	Permanent Draft	Polar desert microbial communities from Antarctic Dry Valleys	Polar desert microbial communities from Antarctic Dry Valleys - UQ836 (SPAdes)	DOE Joint Genome Institute (JGI)	3300027409	Environmental	Terrestrial	Soil	Desert	Unclassified	Polar desert microbial communities from Antarctic Dry Valleys	Metagenome Analysis	2018-05-10	spades v. 3.11.1		Yes	Yes	2018-07-09		caryc@udel.edu	Stephen Cary	No	Illumina HiSeq 2000, Illumina HiSeq 2500	Environmental	Terrestrial	Desert	Soil	Unclassified		0	0	Antarctic Dry Valleys	Polar desert	Antarctica	-78.0482	164.1133	19833989	21030	Unrestricted	
3300000397	*Microbiome	Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Hot spring microbial streamer communities from Conch Spring, Yellowstone National Park, USA - C T=80-84 v1	DOE Joint Genome Institute (JGI)	3300000397	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2012-10-14		released based on JGI ITS	Yes	Yes	2022-03-25		jim.fredrickson@pnnl.gov	Jim Fredrickson	No	Illumina	Environmental	Aquatic	Hot (42-90C)	Thermal springs	Unclassified		2194.56	2200	Conch Spring, Yellowstone National Park, Wyoming, USA	Hot spring	USA	44.5564135	-110.8321631	33484433	85714	Restricted	
3300000394	*Microbiome	Draft	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Heterotroph microbial communities from Hot Lake, Washington, USA - coculture lab enrichment 1	DOE Joint Genome Institute (JGI)	3300000394	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	Saline, thermophilic phototrophic and chemotrophic mat microbial communities from various locations in USA and Mexico	Metagenome Analysis	2012-10-14		released based on JGI ITS	Yes	Yes	2022-01-22		jim.fredrickson@pnnl.gov	Jim Fredrickson	No	Illumina	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Unclassified				Pacific Northwest National Laboratory, Washington, USA	Hypersaline mat enrichment	USA	46.349179	-119.281483	54905536	73757	Restricted	
3300009032	*Microbiome	Permanent Draft	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-05	DOE Joint Genome Institute (JGI)	3300009032	Environmental	Aquatic	Freshwater	Ice	Liftoff microbial mat	Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica	Metagenome Analysis	2016-05-03	MEGAHIT v. MEGAHIT v1.0.3		Yes	Yes	2016-07-02		slonczewski@kenyon.edu	Joan Slonczewski	No	Illumina HiSeq 2500-1TB	Environmental	Aquatic	Ice	Freshwater	Liftoff microbial mat		0	0	Lake Fryxell	Freshwater	Antarctica	-77.605	163.163	2995012491	5073696	Unrestricted	
