"sampleID"	"taxon_oid"	"Domain"	"Sequencing.Status"	"Study.Name"	"Genome.Name...Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"GOLD.Analysis.Project.Type"	"Add.Date"	"Assembly.Method"	"Comments"	"Has.Coverage"	"Is.Public"	"Release.Date"	"User.Access"	"Contact.Email"	"Contact.Name"	"Is.Published"	"Sequencing.Method"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Specific.Ecosystem"	"Altitude.In.Meters"	"Depth.In.Meters"	"Elevation.In.Meters"	"Geographic.Location"	"Habitat"	"Isolation.Country"	"Latitude"	"Longitude"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"JGI.Data.Utilization.Status"	"X"	"Use"	"Environment"
"X3300015260"	3300015260	"*Microbiome"	"Permanent Draft"	"Seawater microbial communities from hydrothermal vent in East China Sea, Taiwan, China"	"Seawater microbial communities from hydrothermal vent in East China Sea, Taiwan, China - gui-2014 surface metaG"	"Shanghai Hanyu Bio-Tech Co., Ltd"	3300015260	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Seawater microbial communities from hydrothermal vent in East China Sea, Taiwan, China"	"Metagenome Analysis"	"2017-04-07"	"SOAPdenovo v2.04"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"zhanglianbao425@outlook.com"	"lin zhang"	"No"	"Illumina MiSeq, Illumina HiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	""	""	"East China Sea, Taiwan, China"	"seawater"	""	"25"	"128"	107426491	392608	""	NA	"Use"	"Hydrothermal vent"
"X3300017454"	3300017454	"*Microbiome"	"Permanent Draft"	"Yellowstone National Park Obsidian Pool microbial communities"	"Hotspring water microbial communities from Obsidian Pool, Yellowstone National Park, Wyoming, USA - Obsidian 7, mini-metaG sequencing"	"Stanford University"	3300017454	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Yellowstone National Park Obsidian Pool microbial communities"	"Metagenome Analysis"	"2017-05-05"	"SPAdes, metaSPAdes v10.0 and Megahit"	"released by JGI data releasing policy"	"No"	"Yes"	"2021-03-03"	NA	"berghuis@stanford.edu"	"Bojk Berghuis"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	""	"YNP, Wyoming, USA"	"hot spring water"	""	"44.428"	"-110.5885"	768928	852	""	NA	"Use"	"Hot spring"
"X3300017457"	3300017457	"*Microbiome"	"Permanent Draft"	"Marine microbial communities from Antarctic Lakes and Southern Ocean"	"Marine microbial communities from Organic Lake, Antarctica - Site 233 with 0.8UM filter"	"J. Craig Venter Institute"	3300017457	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Marine microbial communities from Antarctic Lakes and Southern Ocean"	"Metagenome Analysis"	"2017-05-05"	"Celera WGS Assembler v5.3"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"r.cavicchioli@unsw.edu.au"	"Rick Cavicchioli"	"Yes"	"454"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"0"	""	"Organic Lake, Antarctica"	"Marine derived hypersaline lake"	"Antarctica"	"-68.46233"	"78.19663"	11287428	22916	""	NA	"Use"	"Hypersaline"
"X3300015079"	3300015079	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities from a glacier forefield, Storglaciaren, Tarfala, Sweden (Sample st-6b, vegetation/snow interface)"	"University of Bristol"	3300015079	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2017-04-05"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; ama@envs.au.dk"	"Maisie Nash; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"1103"	"Storglaciaren, Tarfala, Sweden"	"Glacier forefield soil"	"Sweden"	"67.865505"	"16.714941"	96714442	210285	""	NA	"Use"	"Glacial forefield"
"X3300020153"	3300020153	"*Microbiome"	"Permanent Draft"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Sediment microbial communities from Great Boiling Springs, Gerlach, Nevada, United States - GBS 60_MetaG"	"DOE Joint Genome Institute (JGI)"	3300020153	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Sediment"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Metagenome Analysis"	"2017-08-29"	"spades v. SPAdes version: 3.10.1"	""	"Yes"	"Yes"	"2017-10-28"	NA	"rstepanauskas@bigelow.org; brian.hedlund@unlv.edu"	"Ramunas Stepanauskas; Brian Hedlund"	"Yes"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Sediment"	NA	""	"1205"	"USA: Nevada"	"sediment"	"USA"	"40.6614"	"-119.3661"	461589717	739464	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300026519"	3300026519	"*Microbiome"	"Permanent Draft"	"Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean"	"Hydrothermal vent microbial communities from Mid Atlantic Ridge, Atlantic Ocean - 354-166"	"DOE Joint Genome Institute (JGI)"	3300026519	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Marine microbial communities from hydrothermal vents in the Atlantic and Pacific Ocean"	"Metagenome Analysis"	"2018-04-19"	"spades v. 3.11.1"	""	"Yes"	"Yes"	"2018-06-18"	NA	"pgirguis@oeb.harvard.edu"	"Peter Girguis"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"2262"	""	"Atlantic Ocean: Mid Atlantic Ridge"	"hydrothermal vent"	"Atlantic Ocean"	"36.2297"	"-33.9011"	577576218	929962	"Unrestricted"	NA	"Use"	"Hydrothermal vent"
"X3300003538"	3300003538	"*Microbiome"	"Permanent Draft"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific ocean - Sample FS904_Marker33_DNA"	""	3300003538	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Diffuse hydrothermal flow volcanic vent microbial communities from Axial Seamount, northeast Pacific Ocean"	"Metagenome Analysis"	"2014-10-14"	"CLC genomics workbench 7.0"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"cfortunato@mbl.edu, cfortunato@gmail.com; randerson@carleton.edu"	"Caroline  Fortunato, Caroline Fortunato; Rika Anderson"	"Yes"	"Illumina"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"1516"	""	"Axial seamount, northeast pacific ocean"	"Diffuse hydrothermal flow volcanic vent "	"USA"	"45.9332"	"-129.982268"	210579501	481647	""	NA	"Use"	"Hydrothermal vent"
"X3300001678"	3300001678	"*Microbiome"	"Permanent Draft"	"Black smokers hydrothermal plume microbial communities from Mariner, Lau Basin, Pacific Ocean"	"Black smokers hydrothermal plume microbial communities from Mariner, Lau Basin, Pacific Ocean -IDBA"	""	3300001678	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Black smokers"	"Black smokers hydrothermal plume microbial communities from Mariner, Lau Basin, Pacific Ocean"	"Metagenome Analysis"	"2013-08-13"	""	"Public release per request from Karthik Anantharaman (April 15, 2014)"	"No"	"Yes"	"2014-04-15"	NA	"akarthik@umich.edu"	"Karthik Anantharaman"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Black smokers"	NA	"1900"	""	"Mariner, Lau Basin, Pacific Ocean"	"Black smokers hydrothermal plume"	"Pacific Ocean"	"-20.180059"	"-176.601242"	160783924	205440	""	NA	"Use"	"Hydrothermal vent"
"X3300023439"	3300023439	"*Microbiome"	"Permanent Draft"	"Hydrothermal Fe-rich Mat Reference Genomes"	"Hydrothermal Fe-rich mat microbial community from TAG Site, Mid-Atlantic Ridge, Atlantic Ocean - 665-MMA12"	"University of Delaware"	3300023439	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Microbial mats"	"Hydrothermal Fe-rich Mat Reference Genomes"	"Metagenome Analysis"	"2018-02-26"	"metaSPAdes v. 3.10.0"	"Metagenomes associated with bioRxiv doi:10.1101/722066"	"Yes"	"Yes"	"2019-09-02"	NA	"mcallis@uw.edu"	"Sean McAllister"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Microbial mats"	NA	"3626.4"	""	"International: TAG Site, Mid-Atlantic Ridge"	"Hydrothermal Fe-rich mat"	"International"	"26.137196"	"-44.826442"	160924757	261775	""	NA	"Use"	"Hydrothermal vent"
"X3300007999"	3300007999	"*Microbiome"	"Permanent Draft"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Hot spring microbial communities from Jinze hot spring, China to study Microbial Dark Matter (Phase II) - JNZ 110809A"	"DOE Joint Genome Institute (JGI)"	3300007999	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Sediment"	"Bacterial and archaeal communities from various locations to study Microbial Dark Matter (Phase II)"	"Metagenome Analysis"	"2016-03-25"	"MEGAHIT v. MEGAHIT v1.0.3"	""	"Yes"	"Yes"	"2016-05-24"	NA	"brian.hedlund@unlv.edu, brian.hedlund@unlv.edu; rstepanauskas@bigelow.org"	"Brian P. Hedlund, Brian Hedlund; Ramunas Stepanauskas"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Sediment"	NA	""	"1730"	"Baoshan, Yunnan, China"	"Hot spring"	"China"	"25.4413"	"98.46"	218561379	454360	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300009032"	3300009032	"*Microbiome"	"Permanent Draft"	"Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica"	"Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-05"	"DOE Joint Genome Institute (JGI)"	3300009032	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Liftoff microbial mat"	"Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica"	"Metagenome Analysis"	"2016-05-03"	"MEGAHIT v. MEGAHIT v1.0.3"	""	"Yes"	"Yes"	"2016-07-02"	NA	"slonczewski@kenyon.edu"	"Joan Slonczewski"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Liftoff microbial mat"	NA	"0"	"0"	"Lake Fryxell"	"Freshwater"	"Antarctica"	"-77.605"	"163.163"	2995012491	5073696	"Unrestricted"	NA	"Use"	"Cryosphere"
"X3300003702"	3300003702	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Piccard2013-Plume"	"Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Piccard2013-Plume - Microbial Assembly"	"University of Michigan"	3300003702	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent plume microbial communities from the Mid Cayman Rise - Piccard2013-Plume"	"Metagenome Analysis"	"2014-12-02"	"idba_ud"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"gdick@umich.edu"	"Gregory Dick"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	"5000"	""	"Mid-Cayman Rise, Caribbean Sea"	"Marine, Hydrothermal vent plume"	""	"18.55"	"81.716667"	447841055	486844	""	NA	"Use"	"Hydrothermal vent"
"X3300028223"	3300028223	"*Microbiome"	"Permanent Draft"	"Marine microbial communities from Antarctic Lakes and Southern Ocean"	"Marine microbial communities from Organic Lake, Antarctica - Site 233 with 3.0UM filter - spades"	"J. Craig Venter Institute"	3300028223	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Marine microbial communities from Antarctic Lakes and Southern Ocean"	"Metagenome Analysis"	"2018-05-23"	"Spades v. 3.11.1"	"released by Michelle Allen"	"Yes"	"Yes"	"2021-04-27"	NA	"r.cavicchioli@unsw.edu.au"	"Rick Cavicchioli"	"No"	"454"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"0"	""	"Organic Lake, Antarctica"	"Marine derived hypersaline lake"	"Antarctica"	"-68.46233"	"78.19663"	32528303	56177	""	NA	"Use"	"Hypersaline"
"X3300044941"	3300044941	"*Microbiome"	"Permanent Draft"	"Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand"	"Microbial mat bacterial communities from hot spring in Waikite Valley, New Zealand - LMW_ETR_NZ_2018_Waikite_4_2"	"DOE Joint Genome Institute (JGI)"	3300044941	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Microbial mats"	"Microbial mat bacterial communities from hot springs in Waikite Valley, Taupo Volcanic Zone, New Zealand"	"Metagenome Analysis"	"2021-04-22"	"metaspades v. 3.14.1"	"released based on JGI ITS"	"Yes"	"Yes"	"2021-06-15"	NA	"LMWARD@post.harvard.edu"	"Lewis Ward"	"No"	"Illumina NovaSeq S4"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Microbial mats"	NA	""	"375"	"New Zealand: Waikite Valley, Waikato"	"microbial mat"	"New Zealand"	"-38.3276"	"176.3016"	642275758	851893	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300034047"	3300034047	"*Microbiome"	"Permanent Draft"	"Deception Metagenome"	"Glacier sediment microbial communities near Whalers Bay, Deception Island, Antarctica - WBC3"	"The Brazilian National Council for Scientific and Technological Development (CNPq)"	3300034047	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Glacier"	"Deception Metagenome"	"Metagenome Analysis"	"2019-11-06"	"IDBA-ud v. 1.1.1"	"released per Amanda Bendia -- GOLD-1013"	"No"	"Yes"	"2020-07-31"	NA	"amandagbendia@gmail.com"	"Amanda Bendia"	"No"	"Illumina"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Glacier"	NA	""	""	"Deception Island, Antarctica"	"glacier sediment"	"Antarctica"	"-63.18"	"-60.67"	50874192	67400	""	NA	"Use"	"Cryosphere"
"X3300032033"	3300032033	"*Microbiome"	"Permanent Draft"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20060913_OS-M2"	"DOE Joint Genome Institute (JGI)"	3300032033	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Microbial mats"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Metagenome Analysis"	"2018-12-06"	"spades v. 3.12.0"	""	"Yes"	"Yes"	"2019-02-04"	NA	"dbhaya@stanford.edu"	"Devaki Bhaya"	"No"	"PacBio Sequel, Illumina NovaSeq"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Microbial mats"	NA	"0"	""	"USA: Wyoming"	"hot spring phototrophic mat"	"USA"	"44.5341"	"-110.798"	255813910	614398	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300015199"	3300015199	"*Microbiome"	"Permanent Draft"	"Metagenomes of Arctic soils"	"Arctic soil microbial communities from a glacier forefield, Storglaciaren, Tarfala, Sweden (Sample st-2c, rock/snow interface)"	"University of Bristol"	3300015199	"Environmental"	"Terrestrial"	"Soil"	"Glacier"	"Unclassified"	"Metagenomes of Arctic soils"	"Metagenome Analysis"	"2017-04-05"	"SPADES"	"released per Natalia: IMGSUPP-1553"	"Yes"	"Yes"	"2018-05-18"	NA	"maisie.nash@bristol.ac.uk; ama@envs.au.dk"	"Maisie Nash; Alexandre Magno Barbosa Anesio"	"Yes"	"Illumina HiSeq"	"Environmental"	"Terrestrial"	"Glacier"	"Soil"	"Unclassified"	NA	"0"	"1147"	"Storglaciaren, Tarfala, Sweden"	"Glacier forefield soil"	""	"67.899244"	"18.344371"	290006175	580214	""	NA	"Use"	"Glacial forefield"
"X3300001515"	3300001515	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent plume microbial communities from Kilo Moana, Pacific Ocean, of black smokers"	"Hydrothermal vent plume microbial communities from Kilo Moana, Pacific Ocean, of black smokers"	""	3300001515	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Black smokers"	"Hydrothermal vent plume microbial communities from Kilo Moana, Pacific Ocean, of black smokers"	"Metagenome Analysis"	"2013-06-24"	"MetaVelvet 1.2.02"	"released by JGI data releasing policy"	"No"	"Yes"	"2020-03-03"	NA	"akarthik@umich.edu"	"Karthik Anantharaman"	"No"	"Illumina HiSeq 2000"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Black smokers"	NA	"2600"	""	"Kilo Moana, ELSC, Pacific Ocean"	"Hydrothermal vent plume"	"Pacific Ocean"	"-20.064428"	"-176.171974"	177519424	250868	""	NA	"Use"	"Hydrothermal vent"
"X3300022350"	3300022350	"*Microbiome"	"Permanent Draft"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Microbial mat bacterial and archaeal communities from Lake Baghdad, Rottnest Island (WA - Australia) - LBBM3 JM48"	"AGRF"	3300022350	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Microbial mats"	"Metagenomes of microbial mats from hypersaline lakes on Rottnest Island, Australia"	"Metagenome Analysis"	"2017-12-14"	"Unkown"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"deirdre.gleeson@uwa.edu.au"	"Deirdre Gleeson"	"No"	"Illumina HiSeq 2500"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Microbial mats"	NA	""	""	"Australia: Lake Baghdad, Rottnest Island, Western Australia"	"Microbial mat"	"Australia"	"-31.994794"	"115.523776"	37051997	70767	""	NA	"Use"	"Hypersaline"
"X3300003076"	3300003076	"*Microbiome"	"Permanent Draft"	"Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA"	"Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA - Mammoth Hot Springs-Narrow Gauge"	"J. Craig Venter Institute"	3300003076	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Unclassified"	"Hot spring microbial communities from Five Geothermal Springs in Yellowstone National Park, USA"	"Metagenome Analysis"	"2014-07-31"	""	"Made public because these are downloaded from Genbank"	"No"	"Yes"	"2014-08-01"	NA	""	"Rusch, D"	"No"	""	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Unclassified"	NA	""	""	"Mammoth Hot Springs, Yellowstone National Park, USA"	"Hot spring"	"USA"	"44.969421"	"-110.709833"	1722505	2060	""	NA	"Use"	"Hot spring"
"X3300032431"	3300032431	"*Microbiome"	"Permanent Draft"	"Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica"	"Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-02 (spades assembly)"	"DOE Joint Genome Institute (JGI)"	3300032431	"Environmental"	"Aquatic"	"Freshwater"	"Ice"	"Liftoff microbial mat"	"Freshwater microbial communities from lake liftoff mats and glacier meltwater in Antarctica"	"Metagenome Analysis"	"2019-01-10"	"spades v. 3.13.0"	""	"Yes"	"Yes"	"2019-03-12"	NA	"slonczewski@kenyon.edu"	"Joan Slonczewski"	"No"	"Illumina HiSeq 2500-1TB"	"Environmental"	"Aquatic"	"Ice"	"Freshwater"	"Liftoff microbial mat"	NA	"0"	"0"	"Lake Fryxell"	"Freshwater"	"Antarctica"	"-77.605"	"163.163"	1569321533	3122612	"Unrestricted"	NA	"Use"	"Cryosphere"
"X3300031776"	3300031776	"*Microbiome"	"Permanent Draft"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Hot spring phototrophic mat microbial communities from Octopus Spring, Yellowstone National Park, Wyoming, United States - 20090730_OS55"	"DOE Joint Genome Institute (JGI)"	3300031776	"Environmental"	"Aquatic"	"Thermal springs"	"Hot (42-90C)"	"Microbial mats"	"Phototrophic mat microbial and viral communities from various hot springs in Yellowstone National Park, Wyoming, United States"	"Metagenome Analysis"	"2018-11-27"	"spades v. 3.12.0"	""	"Yes"	"Yes"	"2019-01-26"	NA	"dbhaya@stanford.edu"	"Devaki Bhaya"	"No"	"PacBio Sequel, Illumina NovaSeq"	"Environmental"	"Aquatic"	"Hot (42-90C)"	"Thermal springs"	"Microbial mats"	NA	"0"	""	"USA: Wyoming"	"hot spring phototrophic mat"	"USA"	"44.5341"	"-110.798"	253693594	485595	"Unrestricted"	NA	"Use"	"Hot spring"
"X3300007301"	3300007301	"*Microbiome"	"Permanent Draft"	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise"	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise - large volume pump, sample 5"	"Bigelow Laboratory Single Cell Genomics Center (SCGC)"	3300007301	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Unclassified"	"Hydrothermal vent microbial communities from Teddy Bear hydrothermal vent, East Pacific Rise"	"Metagenome Analysis"	"2016-03-11"	"MEGAHit"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"mpachiadaki@bigelow.org"	"Maria Pachiadaki"	"No"	""	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Unclassified"	NA	""	""	"Teddy Bear Hydrothermal Vent, East Pacific Rise"	"Hydrothermal fluid"	""	"9.847222"	"-104.2975"	249394076	681701	""	NA	"Use"	"Hydrothermal vent"
"X3300009475"	3300009475	"*Microbiome"	"Permanent Draft"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS849 no min length"	"Marine Biological Laboratory"	3300009475	"Environmental"	"Aquatic"	"Marine"	"Hydrothermal vents"	"Diffuse flow"	"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean"	"Metagenome Analysis"	"2016-06-09"	"Ray 2.3.1"	"released per JGI data release policy"	"No"	"Yes"	"2019-11-01"	NA	"randerson@mbl.edu, randerson@carleton.edu"	"Rika Anderson"	"No"	"Illumina HiSeq"	"Environmental"	"Aquatic"	"Hydrothermal vents"	"Marine"	"Diffuse flow"	NA	"2297"	""	"Mid-Cayman Rise"	"diffuse flow hydrothermal vent"	""	"18.376687"	"-81.798096"	140096974	765045	""	NA	"Use"	"Hydrothermal vent"
"X3300017466"	3300017466	"*Microbiome"	"Permanent Draft"	"Antarctic microbial communities"	"Marine microbial communities from Organic Lake, Antarctica - GS375 with 0.8UM filter"	"JGI facility at Oak Ridge National Laboratory"	3300017466	"Environmental"	"Aquatic"	"Non-marine Saline and Alkaline"	"Hypersaline"	"Unclassified"	"Antarctic microbial communities"	"Metagenome Analysis"	"2017-05-05"	"Celera WGS Assembler v5.3"	"released by JGI data releasing policy"	"Yes"	"Yes"	"2021-03-03"	NA	"r.cavicchioli@unsw.edu.au"	"Rick Cavicchioli"	"No"	"454"	"Environmental"	"Aquatic"	"Hypersaline"	"Non-marine Saline and Alkaline"	"Unclassified"	NA	"4.3"	""	"Organic Lake, Antarctica"	"Marine derived hypersaline lake"	"Antarctica"	"-68.46233"	"78.19663"	30417359	65762	""	NA	"Use"	"Hypersaline"
