"Feature"	"FeatureName"	"Mean.Resolute3(n=3)"	"Mean.SvalbardTaylor(n=6)"	"StdErr.Resolute3(n=3)"	"StdErr.SvalbardTaylor(n=6)"	"FishersTest.Pval"	"FishersTest.adjPval"	"3300038653.Resolute3"	"3300039024.Resolute3"	"3300039023.Resolute3"	"3300061232.SvalbardTaylor"	"3300061231.SvalbardTaylor"	"3300061096.SvalbardTaylor"	"3300061097.SvalbardTaylor"	"3300061098.SvalbardTaylor"	"3300061230.SvalbardTaylor"
"Aestuariimicrobium"	"Bacteria;Actinomycetota;Actinomycetes;Propionibacteriales;Propionibacteriaceae;Aestuariimicrobium"	"0"	"128.666666666667"	"0"	"47.2042841746853"	"1.10776825661433e-12"	"2.69293588330221e-12"	"0"	"0"	"0"	"234"	"252"	"24"	"26"	"21"	"215"
"Aestuariisphingobium"	"Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Aestuariisphingobium"	"0"	"1021.33333333333"	"0"	"396.195294155687"	"1.68679685315469e-98"	"1.42223608355464e-97"	"0"	"0"	"0"	"1669"	"2336"	"160"	"201"	"137"	"1625"
"Aestuariispira"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Kiloniellaceae;Aestuariispira"	"0"	"103.833333333333"	"0"	"41.9089621812699"	"2.19956430571746e-10"	"4.84357665671391e-10"	"0"	"0"	"0"	"113"	"292"	"36"	"28"	"25"	"129"
"Aestuariivita"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aestuariivita"	"0"	"59.8333333333333"	"0"	"25.2961349704741"	"3.11842110687066e-06"	"5.51098799029983e-06"	"0"	"0"	"0"	"45"	"179"	"21"	"21"	"20"	"73"
"Afifella"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Afifellaceae;Afifella"	"0"	"194.666666666667"	"0"	"85.9467535422045"	"3.44821196568438e-19"	"1.06129405744983e-18"	"0"	"0"	"0"	"217"	"595"	"54"	"56"	"47"	"199"
"Afipia"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Afipia"	"0"	"4633"	"0"	"1732.085428994"	"0"	"0"	"0"	"0"	"0"	"6282"	"12280"	"1850"	"1034"	"1786"	"4566"
"Agaribacterium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Agaribacterium"	"0"	"30.3333333333333"	"0"	"9.91519596937504"	"0.00225567019960886"	"0.00319503418193934"	"0"	"0"	"0"	"41"	"72"	"16"	"7"	"12"	"34"
"Agaricus"	"Eukaryota;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Agaricus"	"0"	"15.6666666666667"	"0"	"2.90593262902712"	"0.0521480677220758"	"0.0643569936704289"	"0"	"0"	"0"	"17"	"27"	"12"	"8"	"10"	"20"
"Agarilytica"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Cellvibrionales;Cellvibrionaceae;Agarilytica"	"0"	"80.1666666666667"	"0"	"27.7601833167178"	"4.9849540743823e-08"	"9.73889808190298e-08"	"0"	"0"	"0"	"88"	"211"	"50"	"28"	"33"	"71"
"Agarivorans"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Agarivorans"	"0"	"19.5"	"0"	"5.26466206576136"	"0.0236187009465306"	"0.0303151826389521"	"0"	"0"	"0"	"19"	"45"	"14"	"11"	"11"	"17"
"Agatevirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Herelleviridae;Agatevirus"	"0"	"0.666666666666667"	"0"	"0.333333333333333"	"1"	"1"	"0"	"0"	"0"	"2"	"1"	"0"	"0"	"0"	"1"
"Agathobacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Lachnospiraceae;Agathobacter"	"0"	"3.33333333333333"	"0"	"1.22927259430572"	"1"	"1"	"0"	"0"	"0"	"7"	"6"	"1"	"0"	"1"	"5"
"Agathobaculum"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Oscillospiraceae;Agathobaculum"	"0"	"14.6666666666667"	"0"	"4.90351347958221"	"0.0795570082268487"	"0.0954326673001959"	"0"	"0"	"0"	"25"	"32"	"7"	"3"	"4"	"17"
"Aggregatibacter"	"Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter"	"0.333333333333333"	"31"	"0.333333333333333"	"9.63673527013515"	"0.0166692916333872"	"0.021579155714494"	"0"	"0"	"1"	"50"	"68"	"15"	"11"	"11"	"31"
"Aggregatimonas"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aggregatimonas"	"0"	"69.6666666666667"	"0"	"16.5603274256412"	"4.93711540945465e-07"	"9.12782329595655e-07"	"0"	"0"	"0"	"87"	"135"	"36"	"40"	"33"	"87"
"Agitococcus"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Agitococcus"	"0"	"76.8333333333333"	"0"	"23.8431215331476"	"6.66235711441982e-08"	"1.29610843384516e-07"	"0"	"0"	"0"	"90"	"181"	"38"	"20"	"43"	"89"
"Agreia"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agreia"	"0"	"443.166666666667"	"0"	"129.808170432801"	"5.32270734176061e-43"	"2.66885044178419e-42"	"0"	"0"	"0"	"618"	"910"	"168"	"188"	"153"	"622"
"Agrilactobacillus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Agrilactobacillus"	"0"	"3.16666666666667"	"0"	"0.703167436990966"	"1"	"1"	"0"	"0"	"0"	"3"	"4"	"1"	"2"	"3"	"6"
"Agrobacterium"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Agrobacterium"	"0"	"1611.83333333333"	"0"	"714.81901749868"	"3.90687049478129e-155"	"4.3615376534074e-154"	"0"	"0"	"0"	"1996"	"4711"	"277"	"271"	"294"	"2122"
"Agrococcus"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agrococcus"	"0"	"207"	"0"	"63.6432766807828"	"2.40418244754691e-20"	"7.6494543812714e-20"	"0"	"0"	"0"	"198"	"511"	"108"	"107"	"111"	"207"
"Agromyces"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Agromyces"	"0"	"1668.5"	"0"	"511.595527084955"	"1.38017087012025e-160"	"1.59067175103068e-159"	"0"	"0"	"0"	"2012"	"3960"	"772"	"849"	"668"	"1750"
"Agtrevirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Ackermannviridae;Agtrevirus"	"0"	"0.333333333333333"	"0"	"0.210818510677892"	"1"	"1"	"0"	"0"	"0"	"0"	"1"	"0"	"0"	"1"	"0"
"Aguilavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Aguilavirus"	"0"	"0.166666666666667"	"0"	"0.166666666666667"	"1"	"1"	"0"	"0"	"0"	"1"	"0"	"0"	"0"	"0"	"0"
"Ahduovirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;Casjensviridae;Ahduovirus"	"0"	"4.16666666666667"	"0"	"1.77795138041261"	"1"	"1"	"0"	"0"	"0"	"5"	"11"	"0"	"0"	"2"	"7"
"Ahniella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Xanthomonadales;Rhodanobacteraceae;Ahniella"	"0"	"1020.83333333333"	"0"	"232.378486764827"	"2.71178868448335e-98"	"2.27449501180227e-97"	"0"	"0"	"0"	"1574"	"1866"	"851"	"424"	"618"	"792"
"Ahrensia"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Ahrensiaceae;Ahrensia"	"0"	"132.666666666667"	"0"	"51.5051238012081"	"3.20780678806077e-13"	"7.99829801474452e-13"	"0"	"0"	"0"	"159"	"357"	"42"	"32"	"38"	"168"
"Ahtivirus"	"Viruses;Uroviricota;Caudoviricetes;unclassified;Kyanoviridae;Ahtivirus"	"0"	"3.16666666666667"	"0"	"1.49257421181587"	"1"	"1"	"0"	"0"	"0"	"3"	"9"	"0"	"0"	"1"	"6"
"Aidingimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Aidingimonas"	"0"	"18.1666666666667"	"0"	"6.86253921259795"	"0.035663693892248"	"0.0445830960713081"	"0"	"0"	"0"	"19"	"47"	"6"	"7"	"3"	"27"
"Ailuropoda"	"Eukaryota;Chordata;Mammalia;Carnivora;Ursidae;Ailuropoda"	"0"	"26.6666666666667"	"0"	"5.32707966692613"	"0.00490501606635085"	"0.00673913871208753"	"0"	"0"	"0"	"15"	"32"	"42"	"10"	"39"	"22"
"Akihdevirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;Crassvirales;Steigviridae;Akihdevirus"	"0"	"8"	"0"	"3.23522281561358"	"0.421520008547469"	"0.443676119377822"	"0"	"0"	"0"	"10"	"6"	"5"	"2"	"2"	"23"
"Akkermansia"	"Bacteria;Verrucomicrobiota;Verrucomicrobiae;Verrucomicrobiales;Akkermansiaceae;Akkermansia"	"0"	"475"	"0"	"148.600583220031"	"6.01694836395939e-46"	"3.12452229467194e-45"	"0"	"0"	"0"	"434"	"1201"	"236"	"306"	"267"	"406"
"Alachuavirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Alachuavirus"	"0"	"6.66666666666667"	"0"	"3.48966728754731"	"0.404437911816591"	"0.434974545011176"	"0"	"0"	"0"	"11"	"22"	"0"	"1"	"1"	"5"
"Albibacillus"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albibacillus"	"0"	"78.5"	"0"	"31.8137810809509"	"7.37886249934634e-08"	"1.42592734908961e-07"	"0"	"0"	"0"	"82"	"228"	"31"	"28"	"22"	"80"
"Albibacterium"	"Bacteria;Bacteroidota;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Albibacterium"	"0"	"217.333333333333"	"0"	"55.0409948230509"	"2.43972276391674e-21"	"7.87991102377947e-21"	"0"	"0"	"0"	"379"	"280"	"89"	"95"	"110"	"351"
"Albidovulum"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albidovulum"	"0"	"97.3333333333333"	"0"	"34.8852085815432"	"1.05883183613365e-09"	"2.25415096543004e-09"	"0"	"0"	"0"	"86"	"259"	"52"	"39"	"31"	"117"
"Albimonas"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Albimonas"	"0"	"178.333333333333"	"0"	"75.3058947080358"	"1.64124038289445e-17"	"4.84657528736757e-17"	"0"	"0"	"0"	"170"	"528"	"60"	"46"	"55"	"211"
"Alcaligenes"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Alcaligenes"	"0"	"92.8333333333333"	"0"	"23.5731721336872"	"2.12174831382114e-09"	"4.47536642362273e-09"	"0"	"0"	"0"	"107"	"200"	"57"	"46"	"54"	"93"
"Alcanivorax"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax"	"0"	"325.166666666667"	"0"	"109.485285667882"	"1.44749035581792e-31"	"5.98420529037499e-31"	"0"	"0"	"0"	"345"	"831"	"159"	"118"	"146"	"352"
"Alcyoneusvirus"	"Viruses;dsDNA viruses, no RNA stage;Caudoviricetes;unclassified;unclassified;Alcyoneusvirus"	"0"	"7.5"	"0"	"2.84897642437888"	"0.412455197334107"	"0.437584917966384"	"0"	"0"	"0"	"15"	"15"	"0"	"1"	"3"	"11"
"Aldersonia"	"Bacteria;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Aldersonia"	"0"	"65.1666666666667"	"0"	"17.1024689575641"	"9.86602647370318e-07"	"1.79810857916638e-06"	"0"	"0"	"0"	"77"	"144"	"36"	"37"	"38"	"59"
"Algibacter"	"Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Algibacter"	"3"	"300.333333333333"	"3"	"63.1704924083319"	"2.22587825532061e-18"	"6.72803200947852e-18"	"0"	"0"	"9"	"498"	"383"	"173"	"107"	"222"	"419"
"Algicola"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Pseudoalteromonadaceae;Algicola"	"0"	"21.3333333333333"	"0"	"5.42012709978076"	"0.015929487923235"	"0.0207809769161421"	"0"	"0"	"0"	"28"	"43"	"11"	"8"	"13"	"25"
"Algiphilus"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Nevskiales;Algiphilaceae;Algiphilus"	"0"	"93.1666666666667"	"0"	"34.9737202926871"	"2.14957076884044e-09"	"4.52808990359288e-09"	"0"	"0"	"0"	"111"	"254"	"43"	"28"	"32"	"91"
"Algisphaera"	"Bacteria;Planctomycetota;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Algisphaera"	"0"	"2063"	"0"	"936.486910390815"	"2.15985251083442e-198"	"2.83613419865307e-197"	"0"	"0"	"0"	"2521"	"6246"	"526"	"248"	"390"	"2447"
"Algoriella"	"Bacteria;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Algoriella"	"0"	"41.3333333333333"	"0"	"7.97356744360878"	"0.000225221815905779"	"0.000346761508006783"	"0"	"0"	"0"	"74"	"46"	"23"	"24"	"31"	"50"
"Algoriphagus"	"Bacteria;Bacteroidetes;Cytophagia;Cytophagales;Cyclobacteriaceae;Algoriphagus"	"43"	"8338"	"39.5516539898565"	"2670.63401960408"	"0"	"0"	"7"	"0"	"122"	"12397"	"15478"	"2277"	"2686"	"2362"	"14828"
"Aliagarivorans"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aliagarivorans"	"0"	"23.5"	"0"	"7.63653499086246"	"0.0109067041616555"	"0.0144341512325255"	"0"	"0"	"0"	"39"	"53"	"8"	"11"	"8"	"22"
"Aliarcobacter"	"Bacteria;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Arcobacteraceae;Aliarcobacter"	"0"	"131.166666666667"	"0"	"29.0968688655288"	"4.74085052733942e-13"	"1.17294865556722e-12"	"0"	"0"	"0"	"218"	"206"	"85"	"52"	"73"	"153"
"Alicycliphilus"	"Bacteria;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Alicycliphilus"	"0"	"325.333333333333"	"0"	"114.131113685581"	"1.47759427210604e-31"	"6.10078872142752e-31"	"0"	"0"	"0"	"310"	"867"	"155"	"143"	"139"	"338"
"Alicyclobacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Alicyclobacillaceae;Alicyclobacillus"	"0"	"656.166666666667"	"0"	"207.620232904"	"1.72646819247353e-63"	"1.08462825268337e-62"	"0"	"0"	"0"	"673"	"1646"	"367"	"331"	"307"	"613"
"Aliicoccus"	"Bacteria;Bacillota;Bacilli;Bacillales;Staphylococcaceae;Aliicoccus"	"0"	"5"	"0"	"1.4142135623731"	"0.627171537563997"	"0.64380739516963"	"0"	"0"	"0"	"8"	"10"	"2"	"1"	"4"	"5"
"Aliidiomarina"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Idiomarinaceae;Aliidiomarina"	"0"	"32.6666666666667"	"0"	"10.4679404745049"	"0.00158025037162005"	"0.00226740805672666"	"0"	"0"	"0"	"34"	"78"	"18"	"9"	"14"	"43"
"Aliifodinibius"	"Bacteria;Balneolota;Balneolia;Balneolales;Balneolaceae;Aliifodinibius"	"0"	"478.5"	"0"	"126.306175620989"	"2.82969663936651e-46"	"1.47420293211875e-45"	"0"	"0"	"0"	"609"	"981"	"266"	"188"	"225"	"602"
"Aliiglaciecola"	"Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Aliiglaciecola"	"0.333333333333333"	"34.6666666666667"	"0.333333333333333"	"11.5489297243415"	"0.00817434373308714"	"0.0109584089208415"	"0"	"0"	"1"	"41"	"85"	"15"	"11"	"14"	"42"
"Aliihoeflea"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aliihoeflea"	"0"	"172"	"0"	"72.8409225641741"	"4.9072372122129e-17"	"1.4332532386445e-16"	"0"	"0"	"0"	"226"	"480"	"31"	"36"	"31"	"228"
"Aliiroseovarius"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Aliiroseovarius"	"0"	"103.666666666667"	"0"	"35.4115486498088"	"2.1742743432713e-10"	"4.79447694139108e-10"	"0"	"0"	"0"	"112"	"263"	"45"	"47"	"32"	"123"
"Aliiruegeria"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Aliiruegeria"	"0"	"232.333333333333"	"0"	"93.2132560911328"	"1.28100382953079e-22"	"4.29323877595884e-22"	"0"	"0"	"0"	"197"	"677"	"81"	"103"	"85"	"251"
"Aliivibrio"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae;Aliivibrio"	"0"	"51.3333333333333"	"0"	"15.2154891840884"	"2.1555537930202e-05"	"3.6008312579962e-05"	"0"	"0"	"0"	"67"	"115"	"34"	"14"	"21"	"57"
"Alishewanella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alishewanella"	"0"	"53.8333333333333"	"0"	"15.7467809761586"	"1.54525822733009e-05"	"2.60168542320841e-05"	"0"	"0"	"0"	"76"	"119"	"23"	"21"	"28"	"56"
"Alisovirus"	"Viruses;unclassified phages;Caudoviricetes;unclassified;Kyanoviridae;Alisovirus"	"0"	"2.5"	"0"	"1.05672449894316"	"1"	"1"	"0"	"0"	"0"	"3"	"6"	"0"	"1"	"0"	"5"
"Alistipes"	"Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes"	"0"	"446.833333333333"	"0"	"122.22040655217"	"2.51362187944279e-43"	"1.26829047271413e-42"	"0"	"0"	"0"	"806"	"693"	"201"	"133"	"202"	"646"
"Aliterella"	"Bacteria;Cyanobacteria;unclassified Cyanobacteria;Chroococcidiopsidales;Chroococcidiopsidaceae;Aliterella"	"0.333333333333333"	"727"	"0.333333333333333"	"134.15712181369"	"5.04169925497297e-68"	"3.28325292945801e-67"	"0"	"0"	"1"	"322"	"723"	"984"	"1012"	"992"	"329"
"Alkalibacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalibacillus"	"0"	"12.3333333333333"	"0"	"3.62092683040007"	"0.116958095849896"	"0.13802347664938"	"0"	"0"	"0"	"10"	"28"	"9"	"6"	"4"	"17"
"Alkalibacter"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibacter"	"0"	"23.1666666666667"	"0"	"7.88423180221834"	"0.0107610446023987"	"0.0143063846083342"	"0"	"0"	"0"	"54"	"37"	"12"	"8"	"4"	"24"
"Alkalibacterium"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alkalibacterium"	"0"	"27.1666666666667"	"0"	"8.9941338907337"	"0.0050158835872249"	"0.00686496839533045"	"0"	"0"	"0"	"40"	"64"	"18"	"9"	"5"	"27"
"Alkalibaculum"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Eubacteriaceae;Alkalibaculum"	"0"	"17.1666666666667"	"0"	"6.30035272381193"	"0.0560388051759134"	"0.0682693276743827"	"0"	"0"	"0"	"44"	"20"	"3"	"6"	"7"	"23"
"Alkalicoccus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalicoccus"	"0"	"27.3333333333333"	"0"	"7.41020317610193"	"0.00507265933530276"	"0.00693970986776688"	"0"	"0"	"0"	"35"	"60"	"18"	"16"	"10"	"25"
"Alkaliflexus"	"Bacteria;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Alkaliflexus"	"0"	"179.833333333333"	"0"	"61.0204428404485"	"1.0998286523822e-17"	"3.26584893626744e-17"	"0"	"0"	"0"	"414"	"171"	"80"	"44"	"66"	"304"
"Alkalihalobacillus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalihalobacillus"	"0"	"166.5"	"0"	"47.080604640694"	"2.43516850560324e-16"	"6.88031736503773e-16"	"0"	"0"	"0"	"210"	"374"	"91"	"78"	"77"	"169"
"Alkalihalophilus"	"Bacteria;Bacillota;Bacilli;Bacillales;Bacillaceae;Alkalihalophilus"	"0"	"15.8333333333333"	"0"	"4.19059794195424"	"0.0522247763867401"	"0.0643569936704289"	"0"	"0"	"0"	"21"	"32"	"4"	"6"	"17"	"15"
"Alkalilimnicola"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Alkalilimnicola"	"0"	"173.166666666667"	"0"	"63.9835482326859"	"5.16137411395875e-17"	"1.49927857308466e-16"	"0"	"0"	"0"	"174"	"478"	"80"	"47"	"102"	"158"
"Alkalimonas"	"Bacteria;Pseudomonadota;Gammaproteobacteria;unclassified;unclassified;Alkalimonas"	"0"	"32"	"0"	"7.89514618821801"	"0.00152269985597234"	"0.00219564821716264"	"0"	"0"	"0"	"32"	"70"	"21"	"18"	"22"	"29"
"Alkaliphilus"	"Bacteria;Bacillota;Clostridia;Eubacteriales;Clostridiaceae;Alkaliphilus"	"0"	"150.5"	"0"	"53.6983860713399"	"7.23998679681306e-15"	"1.94441891843999e-14"	"0"	"0"	"0"	"361"	"238"	"49"	"39"	"44"	"172"
"Alkalispirillum"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Ectothiorhodospiraceae;Alkalispirillum"	"0"	"38.8333333333333"	"0"	"11.6086653458144"	"0.000320353396222143"	"0.000489000610526797"	"0"	"0"	"0"	"40"	"89"	"23"	"10"	"21"	"50"
"Alkalispirochaeta"	"Bacteria;Spirochaetota;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta"	"0"	"235"	"0"	"76.2111103011453"	"5.51165656327674e-23"	"1.86476743703682e-22"	"0"	"0"	"0"	"262"	"584"	"119"	"87"	"108"	"250"
"Alkalitalea"	"Bacteria;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Alkalitalea"	"0"	"141.833333333333"	"0"	"40.9523435769486"	"4.87630066462884e-14"	"1.26302888678018e-13"	"0"	"0"	"0"	"292"	"137"	"69"	"55"	"63"	"235"
"Alkanindiges"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Alkanindiges"	"0"	"24.8333333333333"	"0"	"7.64816608373827"	"0.00724627388456579"	"0.00983773793480881"	"0"	"0"	"0"	"36"	"55"	"15"	"10"	"5"	"28"
"Allgaiera"	"Bacteria;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Allgaiera"	"0"	"32.5"	"0"	"14.2659267720911"	"0.00156101601637882"	"0.00224081331383411"	"0"	"0"	"0"	"28"	"103"	"16"	"15"	"13"	"20"
"Allisonella"	"Bacteria;Bacillota;Negativicutes;Veillonellales;Veillonellaceae;Allisonella"	"0"	"6.66666666666667"	"0"	"2.48551358430763"	"0.404437911816591"	"0.434974545011176"	"0"	"0"	"0"	"6"	"17"	"10"	"1"	"1"	"5"
"Alloactinosynnema"	"Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Alloactinosynnema"	"0"	"120.666666666667"	"0"	"41.0322366493035"	"4.67239040010706e-12"	"1.10563802377718e-11"	"0"	"0"	"0"	"90"	"323"	"73"	"65"	"65"	"108"
"Alloalcanivorax"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alloalcanivorax"	"0"	"65.6666666666667"	"0"	"22.5383623579394"	"1.01325927005718e-06"	"1.84249869538207e-06"	"0"	"0"	"0"	"77"	"168"	"34"	"15"	"33"	"67"
"Allobaculum"	"Bacteria;Bacillota;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Allobaculum"	"0"	"3.16666666666667"	"0"	"0.749073501808141"	"1"	"1"	"0"	"0"	"0"	"4"	"6"	"2"	"1"	"2"	"4"
"Allobranchiibius"	"Bacteria;Actinomycetota;Actinomycetes;Micrococcales;Dermacoccaceae;Allobranchiibius"	"0"	"159.833333333333"	"0"	"52.4375289696649"	"1.15505789600481e-15"	"3.20138883979188e-15"	"0"	"0"	"0"	"194"	"390"	"63"	"67"	"61"	"184"
"Allocatelliglobosispora"	"Bacteria;Actinomycetota;Actinomycetes;Micromonosporales;Micromonosporaceae;Allocatelliglobosispora"	"0"	"262"	"0"	"67.483331275212"	"1.20979839202838e-25"	"4.39976622935179e-25"	"0"	"0"	"0"	"230"	"594"	"183"	"197"	"147"	"221"
"Allochromatium"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium"	"0"	"151.333333333333"	"0"	"47.4030003738629"	"4.78341375624389e-15"	"1.29881844703436e-14"	"0"	"0"	"0"	"163"	"376"	"88"	"56"	"94"	"131"
"Allocoleopsis"	"Bacteria;Cyanobacteriota;Cyanophyceae;Oscillatoriales;Coleofasciculaceae;Allocoleopsis"	"0"	"751.166666666667"	"0"	"158.828506397449"	"1.42728337816918e-72"	"9.81333893487994e-72"	"0"	"0"	"0"	"681"	"1529"	"567"	"486"	"554"	"690"
"Allofrancisella"	"Bacteria;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Francisellaceae;Allofrancisella"	"0"	"10.1666666666667"	"0"	"3.15612279721672"	"0.175273192680424"	"0.202367267877498"	"0"	"0"	"0"	"18"	"18"	"6"	"3"	"1"	"15"
"Allofustis"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Allofustis"	"0"	"2.66666666666667"	"0"	"0.802772971919486"	"1"	"1"	"0"	"0"	"0"	"3"	"5"	"1"	"1"	"1"	"5"
"Alloiococcus"	"Bacteria;Bacillota;Bacilli;Lactobacillales;Carnobacteriaceae;Alloiococcus"	"0"	"4.16666666666667"	"0"	"1.22247472139282"	"1"	"1"	"0"	"0"	"0"	"5"	"7"	"1"	"3"	"1"	"8"
"Allokutzneria"	"Bacteria;Actinomycetota;Actinomycetes;Pseudonocardiales;Pseudonocardiaceae;Allokutzneria"	"0"	"169.333333333333"	"0"	"53.9133048926185"	"1.07499867790747e-16"	"3.09460535850452e-16"	"0"	"0"	"0"	"159"	"432"	"100"	"89"	"90"	"146"
"Allomeiothermus"	"Bacteria;Deinococcota;Deinococci;Thermales;Thermaceae;Allomeiothermus"	"0"	"199.666666666667"	"0"	"39.2748152269506"	"1.09754183383659e-19"	"3.42314246343775e-19"	"0"	"0"	"0"	"127"	"388"	"191"	"187"	"173"	"132"
"Allomyces"	"Eukaryota;Blastocladiomycota;Blastocladiomycetes;Blastocladiales;Blastocladiaceae;Allomyces"	"0"	"59.1666666666667"	"0"	"19.0182660735527"	"4.92146164248554e-06"	"8.5465382669505e-06"	"0"	"0"	"0"	"65"	"125"	"24"	"12"	"26"	"103"
"Allonocardiopsis"	"Bacteria;Actinomycetota;Actinomycetes;Streptosporangiales;unclassified;Allonocardiopsis"	"0"	"160.166666666667"	"0"	"50.3914124077153"	"7.10233283510743e-16"	"1.98394720171615e-15"	"0"	"0"	"0"	"122"	"406"	"97"	"92"	"85"	"159"
